solver_name,repeat,file,Result,time,wall_time,external_timeout,returncode,command,stdout_head,stderr_head
march,0,data/test/3sat/400/3sat_114.cnf,SATISFIABLE,26.9029587819241,26.9029587819241,False,10,solvers/march/march_nh data/test/3sat/400/3sat_114.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_120.cnf,SATISFIABLE,0.2609601547010243,0.2609601547010243,False,10,solvers/march/march_nh data/test/3sat/400/3sat_120.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_121.cnf,SATISFIABLE,1.9110076129436493,1.9110076129436493,False,10,solvers/march/march_nh data/test/3sat/400/3sat_121.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_113.cnf,UNSATISFIABLE,37.70425333594903,37.70425333594903,False,20,solvers/march/march_nh data/test/3sat/400/3sat_113.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_110.cnf,UNSATISFIABLE,47.80806237179786,47.80806237179786,False,20,solvers/march/march_nh data/test/3sat/400/3sat_110.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_124.cnf,SATISFIABLE,0.37201671581715345,0.37201671581715345,False,10,solvers/march/march_nh data/test/3sat/400/3sat_124.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_125.cnf,SATISFIABLE,1.5633089798502624,1.5633089798502624,False,10,solvers/march/march_nh data/test/3sat/400/3sat_125.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_119.cnf,UNSATISFIABLE,21.3225399130024,21.3225399130024,False,20,solvers/march/march_nh data/test/3sat/400/3sat_119.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_122.cnf,SATISFIABLE,12.278039888013154,12.278039888013154,False,10,solvers/march/march_nh data/test/3sat/400/3sat_122.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_128.cnf,SATISFIABLE,0.15036083199083805,0.15036083199083805,False,10,solvers/march/march_nh data/test/3sat/400/3sat_128.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_127.cnf,SATISFIABLE,1.873475137166679,1.873475137166679,False,10,solvers/march/march_nh data/test/3sat/400/3sat_127.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_129.cnf,SATISFIABLE,2.42562446789816,2.42562446789816,False,10,solvers/march/march_nh data/test/3sat/400/3sat_129.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_130.cnf,SATISFIABLE,2.8059143340215087,2.8059143340215087,False,10,solvers/march/march_nh data/test/3sat/400/3sat_130.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_131.cnf,SATISFIABLE,1.5735578779131174,1.5735578779131174,False,10,solvers/march/march_nh data/test/3sat/400/3sat_131.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_12.cnf,UNSATISFIABLE,22.144610919989645,22.144610919989645,False,20,solvers/march/march_nh data/test/3sat/400/3sat_12.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_13.cnf,SATISFIABLE,7.291192324832082,7.291192324832082,False,10,solvers/march/march_nh data/test/3sat/400/3sat_13.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_117.cnf,UNSATISFIABLE,32.23217350197956,32.23217350197956,False,20,solvers/march/march_nh data/test/3sat/400/3sat_117.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_123.cnf,SATISFIABLE,18.330225847195834,18.330225847195834,False,10,solvers/march/march_nh data/test/3sat/400/3sat_123.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_116.cnf,UNSATISFIABLE,43.709739852230996,43.709739852230996,False,20,solvers/march/march_nh data/test/3sat/400/3sat_116.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_135.cnf,UNSATISFIABLE,20.581872048787773,20.581872048787773,False,20,solvers/march/march_nh data/test/3sat/400/3sat_135.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_118.cnf,UNSATISFIABLE,55.581695357803255,55.581695357803255,False,20,solvers/march/march_nh data/test/3sat/400/3sat_118.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_132.cnf,SATISFIABLE,32.34795904532075,32.34795904532075,False,10,solvers/march/march_nh data/test/3sat/400/3sat_132.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_14.cnf,SATISFIABLE,0.466045618057251,0.466045618057251,False,10,solvers/march/march_nh data/test/3sat/400/3sat_14.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_137.cnf,UNSATISFIABLE,21.969502784777433,21.969502784777433,False,20,solvers/march/march_nh data/test/3sat/400/3sat_137.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_134.cnf,SATISFIABLE,32.32778701093048,32.32778701093048,False,10,solvers/march/march_nh data/test/3sat/400/3sat_134.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_133.cnf,SATISFIABLE,38.97826188802719,38.97826188802719,False,10,solvers/march/march_nh data/test/3sat/400/3sat_133.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_141.cnf,SATISFIABLE,6.637046151328832,6.637046151328832,False,10,solvers/march/march_nh data/test/3sat/400/3sat_141.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_140.cnf,SATISFIABLE,8.050108323339373,8.050108323339373,False,10,solvers/march/march_nh data/test/3sat/400/3sat_140.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_136.cnf,UNSATISFIABLE,35.738671916071326,35.738671916071326,False,20,solvers/march/march_nh data/test/3sat/400/3sat_136.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_142.cnf,SATISFIABLE,9.130680109839886,9.130680109839886,False,10,solvers/march/march_nh data/test/3sat/400/3sat_142.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_138.cnf,SATISFIABLE,28.938818748109043,28.938818748109043,False,10,solvers/march/march_nh data/test/3sat/400/3sat_138.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_126.cnf,UNKNOWN,60.0,65.00282996706665,True,timeout,solvers/march/march_nh data/test/3sat/400/3sat_126.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_149.cnf,SATISFIABLE,2.5412533641792834,2.5412533641792834,False,10,solvers/march/march_nh data/test/3sat/400/3sat_149.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_139.cnf,UNSATISFIABLE,33.19372256519273,33.19372256519273,False,20,solvers/march/march_nh data/test/3sat/400/3sat_139.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_150.cnf,SATISFIABLE,0.03860224224627018,0.03860224224627018,False,10,solvers/march/march_nh data/test/3sat/400/3sat_150.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_143.cnf,UNSATISFIABLE,21.96373470313847,21.96373470313847,False,20,solvers/march/march_nh data/test/3sat/400/3sat_143.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_144.cnf,UNSATISFIABLE,25.06500693364069,25.06500693364069,False,20,solvers/march/march_nh data/test/3sat/400/3sat_144.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_148.cnf,SATISFIABLE,13.492996965069324,13.492996965069324,False,10,solvers/march/march_nh data/test/3sat/400/3sat_148.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_154.cnf,SATISFIABLE,0.11153156589716673,0.11153156589716673,False,10,solvers/march/march_nh data/test/3sat/400/3sat_154.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_146.cnf,UNSATISFIABLE,27.888420889154077,27.888420889154077,False,20,solvers/march/march_nh data/test/3sat/400/3sat_146.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_147.cnf,SATISFIABLE,35.587177332956344,35.587177332956344,False,10,solvers/march/march_nh data/test/3sat/400/3sat_147.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_157.cnf,SATISFIABLE,3.91174433613196,3.91174433613196,False,10,solvers/march/march_nh data/test/3sat/400/3sat_157.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_145.cnf,UNSATISFIABLE,52.73957147775218,52.73957147775218,False,20,solvers/march/march_nh data/test/3sat/400/3sat_145.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_151.cnf,UNSATISFIABLE,34.660196896176785,34.660196896176785,False,20,solvers/march/march_nh data/test/3sat/400/3sat_151.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_15.cnf,UNSATISFIABLE,36.27413242915645,36.27413242915645,False,20,solvers/march/march_nh data/test/3sat/400/3sat_15.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_153.cnf,UNSATISFIABLE,33.06951682874933,33.06951682874933,False,20,solvers/march/march_nh data/test/3sat/400/3sat_153.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_152.cnf,UNSATISFIABLE,44.75573379825801,44.75573379825801,False,20,solvers/march/march_nh data/test/3sat/400/3sat_152.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_155.cnf,UNSATISFIABLE,47.547029457986355,47.547029457986355,False,20,solvers/march/march_nh data/test/3sat/400/3sat_155.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_156.cnf,UNSATISFIABLE,43.52767970599234,43.52767970599234,False,20,solvers/march/march_nh data/test/3sat/400/3sat_156.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_158.cnf,UNSATISFIABLE,37.530047721695155,37.530047721695155,False,20,solvers/march/march_nh data/test/3sat/400/3sat_158.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_165.cnf,SATISFIABLE,1.608743116259575,1.608743116259575,False,10,solvers/march/march_nh data/test/3sat/400/3sat_165.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_161.cnf,SATISFIABLE,24.61509748082608,24.61509748082608,False,10,solvers/march/march_nh data/test/3sat/400/3sat_161.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_164.cnf,SATISFIABLE,12.271783330012113,12.271783330012113,False,10,solvers/march/march_nh data/test/3sat/400/3sat_164.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_159.cnf,UNSATISFIABLE,37.47888016095385,37.47888016095385,False,20,solvers/march/march_nh data/test/3sat/400/3sat_159.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_167.cnf,SATISFIABLE,12.25843521906063,12.25843521906063,False,10,solvers/march/march_nh data/test/3sat/400/3sat_167.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_162.cnf,UNSATISFIABLE,30.827810109127313,30.827810109127313,False,20,solvers/march/march_nh data/test/3sat/400/3sat_162.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_163.cnf,SATISFIABLE,25.65854778001085,25.65854778001085,False,10,solvers/march/march_nh data/test/3sat/400/3sat_163.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_16.cnf,UNSATISFIABLE,47.36613616393879,47.36613616393879,False,20,solvers/march/march_nh data/test/3sat/400/3sat_16.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_160.cnf,UNSATISFIABLE,61.29983125580475,61.29983125580475,False,20,solvers/march/march_nh data/test/3sat/400/3sat_160.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_166.cnf,UNSATISFIABLE,38.495604295283556,38.495604295283556,False,20,solvers/march/march_nh data/test/3sat/400/3sat_166.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_17.cnf,UNSATISFIABLE,28.56055836705491,28.56055836705491,False,20,solvers/march/march_nh data/test/3sat/400/3sat_17.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_175.cnf,SATISFIABLE,0.1511401473544538,0.1511401473544538,False,10,solvers/march/march_nh data/test/3sat/400/3sat_175.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_176.cnf,SATISFIABLE,0.21063360013067722,0.21063360013067722,False,10,solvers/march/march_nh data/test/3sat/400/3sat_176.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_168.cnf,UNSATISFIABLE,40.296229927800596,40.296229927800596,False,20,solvers/march/march_nh data/test/3sat/400/3sat_168.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_170.cnf,UNSATISFIABLE,31.347725122235715,31.347725122235715,False,20,solvers/march/march_nh data/test/3sat/400/3sat_170.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
